Keyword,Title,Address,Category,Latitude,Longitude,Phone Number
Agrovets in Nandi County,Kavi Farm Agrovet,"WQ22+7H7, Opposite Good Year, Odera St",Agrochemicals supplier,-0.0993276,34.7514106,0704 404349
Agrovets in Nandi County,Pregen Maraba Agrovet,Maraba,Agrochemicals supplier,0.2910669,34.7477647,0705 318102
Agrovets in Nandi County,Kimilili Agrovets,Kimili Agrovet Soy Centre,Agrochemicals supplier,0.6698554,35.1608243,0728 882019
Agrovets in Nandi County,Benavet Agrovet,"Highway Ngenyilel, Benavet Agrovet Kenya-Uganda",Animal feed store,0.6819941,35.1550888,0722 993005
Agrovets in Nandi County,Vinsa Agrovet Bukembe,"Webuye highway,Bukembe East",Agricultural service,0.6118956,34.6542773,0701 488178
Agrovets in Nandi County,MOSOP ANIMAL FEEDS AND AGROVET,Eldoret - Nakuru Rd,Animal feed store,0.3960972,35.3290046,0723 968621
Agrovets in Nandi County,Imani Agrovet,7QP4+MFG,Agrochemicals supplier,0.2866961,34.7561908,0722 717581
Agrovets in Nandi County,Tumaini Kipkorgot Farm,B 54,Agrochemicals supplier,0.4819092,35.3446432,0721 300499
Agrovets in Nandi County,Petma Agrovet,Agrochemicals supplier,Agrochemicals supplier,-0.1726158,34.8935832,0721 429710
Agrovets in Nandi County,Bidii Farmers Agrovet Malava Kabras,Kabras Police Line,Agricultural service,0.4466148,34.8534053,0723 733776
Agrovets in Nandi County,Royal Farm Agrovet,G6XW+6H,Agrochemicals supplier,0.5492942,35.2454923,0721 621248
Agrovets in Nandi County,Jom Agrovet,Kapseret,Agrochemicals supplier,0.465431,35.2510993,0727 472116
Agrovets in Nandi County,Siberian Agrovet,LURAMBI Kakamega Township,Agrochemicals supplier,0.2951461,34.7633907,0723 769305
Agrovets in Nandi County,Peva Agrovet -Nyamasaria,Nyalenda A Kisumu,Agrochemicals supplier,-0.1142587,34.7860569,0716 832797
Agrovets in Nandi County,Wayside Agrovet,Webuye - Malaba,Veterinary care,0.5911111,34.5649106,0722 434333
Agrovets in Nandi County,Luna Agrovet,Eldoret-Malaba Highway Khalaba,Agrochemicals supplier,0.5925244,34.5521378,0720 692080
Agrovets in Nandi County,Kisumu Farm Agrovet,"WQ24+M3G jamia mosque bld, Adjacent to aghah khan hall, at the round about, Otieno Oyoo St",Agricultural service,-0.098315,34.7552002,0723 713862
Agrovets in Nandi County,TIVA AGROVET,VR4C+FQ9,Agricultural service,-0.1438387,34.821989,0720 400109
Agrovets in Nandi County,Propic Agrovet,"Kanu Market, Off Gumbi Road",Agricultural service,-0.1001868,34.7602261,0722 985960
Agrovets in Nandi County,Amanya-Agrovet,Malava Malava Malava,Agricultural service,0.376461,34.926984,0721 927628
Agrovets in Nandi County,Highlands Agrovet,Lumino Hospital,Agrochemicals supplier,0.2928197,34.6635297,0701 853375
Agrovets in Nandi County,City Agrovet,"WQ9F+5VF, Kondele, Kisumu - Vihiga Rd",Agricultural service,-0.0820581,34.7746719,0725 099584
Agrovets in Nandi County,Nyota Agrovet,"Located At Ondiek A venue In Front Of Kings Assembly, Ondiek Avenue",Veterinarian,-0.0978318,34.7652545,0722 114185
Agrovets in Nandi County,Ultra Farmcare Agrovet,Mama Fanta,Veterinary care,0.560025,34.5597868,0745 500071
Agrovets in Nandi County,Parl Agrovet,LUGARI Likuyani Sub County,Agrochemicals supplier,0.6526244,34.8757063,0741 501458
Agrovets in Nandi County,Lid - Ways Agrovet,"J2MX+HWH, Eldoret-Malaba Rd",Agricultural service,0.6339432,35.0498578,0723 117634
Agrovets in Nandi County,SAFINA FARMERS ARK - AGROVET CHAVAKALI,"School, Imani Supermarket",Agrochemicals supplier,0.1166116,34.731949,0700 802525
Agrovets in Nandi County,Jodefa Agrovets and farm supplies Bukembe,"Triple 5 Building, Old Nzoia Rd,Next to Dallas Shop",Agrochemicals supplier,0.612296,34.6557327,0724 445316
Agrovets in Nandi County,Vito Agrovet,Namgoi Area Chesumei,Agricultural service,0.2177841,35.1146972,0741 494322
Agrovets in Nandi County,Blessed Hand Agrovet,SHITOTO LURAMB Lurambi Sub County,Agricultural service,0.3002528,34.5817357,0722 740787
Agrovets in Nandi County,Molol Kipsot Agrovet,6M6C+H7J,Agrochemicals supplier,0.2114539,35.6706507,0748 122281
Agrovets in Nandi County,Weva Agrovet,"WQ22+HH4, Along Accra St, KIsumu Town, Accra St",Livestock breeder,-0.0986056,34.7514506,0733 278374
Agrovets in Nandi County,Baharini Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.5888814,35.2136448,0727 675151
Agrovets in Nandi County,Safina Farmers Ark-Agrovet,"4R79+PCV, C39",Agricultural service,0.1143686,34.8185586,0722 247534
Agrovets in Nandi County,Ndwiga Agrovet,KAKAMEGA MUNICIPALITY Shinyalu Sub County,Agrochemicals supplier,0.2613993,34.840329,0748 424000
Agrovets in Nandi County,Dixa agrovet ltd,CANON AWARI,Agricultural service,0.2834775,34.7511629,0701 743644
Agrovets in Nandi County,Anga Agrovet,7PJG+F9R,Agrochemicals supplier,0.2812283,34.725883,0702 248670
Agrovets in Nandi County,omusale agrovet,Township,Animal feed store,0.5639539,34.5608964,0709 474727
Agrovets in Nandi County,Cheben Sons Agrovet,"H69M+8M5, Kitale - Eldoret Road",Pet supply store,0.5682632,35.2342459,0724 496006
Agrovets in Nandi County,"Tesha Agrovet Molem,Kisumu",Kasule,Agricultural service,-0.1228464,34.7928087,0793 808935
Agrovets in Nandi County,Lorian Agrovet,Eldoret - Nakuru Rd,Veterinary pharmacy,0.241352,35.4147223,0721 666075
Agrovets in Nandi County,Sango Agrovet,LURAMBI Lugari Sub County,Agrochemicals supplier,0.6511003,34.8761564,0724 523671
Agrovets in Nandi County,Metro Farmcare Agrovet,Veterinary care,Veterinary care,-0.0009391,34.7401765,0703 801996
Agrovets in Nandi County,Faulu Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.049075,34.7274582,0722 632419
Agrovets in Nandi County,Ultimate Agrovet,"WQ9M+M3P, Kondele, Carwash - Kibos Road",Agricultural service,-0.0807882,34.7826938,0720 800997
Agrovets in Nandi County,CHESUMEI ANIMAL FEEDS & AGROVET,C51,Agrochemicals supplier,0.5539412,35.317011,0710 199515
Agrovets in Nandi County,Ebenezer (Rosuri) Agrovet Yala,"Yala Township, Kisumu - Busia Rd",Agrochemicals supplier,0.0884689,34.5397984,0724 120313
Agrovets in Nandi County,Eden Agrovet,PRMJ+47M,Agrochemicals supplier,0.7328256,34.8306721,0727 163367
Agrovets in Nandi County,LINGO FARM AGROVET,"7PJW+RG8, C40",Veterinary care,0.2820431,34.7463168,0724 503093
Agrovets in Nandi County,Animalia Agrovet,Ingotse-Matiha,Agricultural service,0.2864618,34.7542239,0721 803994
Agrovets in Nandi County,Planet Agrovet,LUGARI Lurambi Sub County,Agrochemicals supplier,0.6511003,34.8761564,0712 926604
Agrovets in Nandi County,Farmvet Agro - Vet,"Opposite Apruoth Poshomill, Off Adams Street, RWGC+C37",Farmers' market,-0.1739671,34.9201857,0716 619435
Agrovets in Nandi County,Ka Ahila Agrovet,"Kisumu West, Holo",Agrochemicals supplier,-0.0799742,34.7317762,0707 950525
Agrovets in Nandi County,MILLENIUM AGROVET -AWASI,Awasi/Onjiko,Agrochemicals supplier,-0.1616731,35.0727048,0725 829859
Agrovets in Nandi County,Raiya Agrovet and Hardware,"Kesses,Tulwet/Chiyat",Agricultural service,0.2935584,35.3258791,0789 745786
Agrovets in Nandi County,NARU Agrovet,19 Moi University,Agrochemicals supplier,0.2826668,35.2756861,0710 773743
Agrovets in Nandi County,Lake Basin Agrovet,"Kanu Market, Off Gumbi Road",Agricultural service,-0.1004097,34.7606556,0725 434933
Agrovets in Nandi County,Pilot Vestar Agrovet,Pilot Vestar Agrovet Pilot Stage Langas Kapseret,Agrochemicals supplier,0.536323,35.2451324,0797 794252
Agrovets in Nandi County,Mkulima Agrovet,"H837+R66, C 51 Road",Pet supply store,0.5545295,35.3130254,0724 453390
Agrovets in Nandi County,Berur Agrovet,opposite Tokandero stage,Agrochemicals supplier,0.5142775,35.2697802,0720 449788
Agrovets in Nandi County,Secure Farmcare Agrovet,"ground,luanda,Luanda Township",Agricultural service,0.0536726,34.5814473,0797 778515
Agrovets in Nandi County,Benlimo Agrovet Ratado - Ogada Junior,UGUNJA - RUAMBWA,Agricultural service,0.1525883,34.1321785,0719 731266
Agrovets in Nandi County,VETLINE AGROVET,Agrochemicals supplier,Agrochemicals supplier,0.4674838,35.2586694,0722 358386
Agrovets in Siaya County,Avepo Agrovets Ltd,Animal feed store,Animal feed store,0.0689447,34.0959556,0745 248822
Agrovets in Siaya County,Avepo Enterprises,"Alego Usonga, Moi Ave",State government office,0.0592696,34.2855463,0722 976171
Agrovets in Siaya County,Orrose Agrovet,Alego Usonga,Agrochemicals supplier,0.057901,34.2833082,0711 206728
Agrovets in Siaya County,Joyfarm Agrovet,"Siaya,Karapul,Next to White Hotel,Opposite Siaya Baptist Church",Agricultural product wholesaler,0.0578212,34.3143787,0795 592486
Agrovets in Siaya County,SAMIA FARMERS AGROVET,Bumala port road,Agrochemicals supplier,0.2784437,34.1190675,0725 214322
Agrovets in Siaya County,Ebenezer (Rosuri) Agrovet Yala,"Yala Township, Kisumu - Busia Rd",Agrochemicals supplier,0.0884689,34.5397984,0724 120313
Agrovets in Siaya County,Pazuri Agrovet,Olwa Road,State government office,0.1526584,34.3342465,0728 090428
Agrovets in Siaya County,Benlimo Agrovet Ratado - Ogada Junior,UGUNJA - RUAMBWA,Agricultural service,0.1525883,34.1321785,0719 731266
Agrovets in Siaya County,Afya Agrovet,Madiany West Uyoma,Agrochemicals supplier,-0.2841496,34.3230479,0745 089363
Agrovets in Siaya County,Yala Agrovet,Farm equipment supplier,Farm equipment supplier,0.0910703,34.53633,0727 139043
Agrovets in Siaya County,Dot-Com Agrovet,Market,Aquaculture farm,0.1875542,34.34976,0713 544973
Agrovets in Siaya County,Chrismi Bodi Agrovet,Bodi Market,Agrochemicals supplier,-0.1077854,34.486246,0727 744075
Agrovets in Siaya County,GREENSTAR AGROVET,Veterinary care,Veterinary care,0.0203479,34.5908679,0710 275744
Agrovets in Siaya County,Jobdan Agrovet,Siaya-Bondo Rd,State government office,-0.2385444,34.2145209,0795 368521
Agrovets in Siaya County,Wilian Agrovet -Kodiaga,Kodiaga North Gem,Agrochemicals supplier,0.1065787,34.4545444,0721 235972
Agrovets in Siaya County,Rads Agrovet,Bondo - Usenge Rd,General store,-0.111132,34.2722793,0733 688745
Agrovets in Siaya County,Real Farmers Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.0223113,34.5886601,0725 327622
Agrovets in Siaya County,Weva Agrovet,"WQ22+HH4, Along Accra St, KIsumu Town, Accra St",Livestock breeder,-0.0986056,34.7514506,0733 278374
Agrovets in Siaya County,Eshiyonzo Farm Input Agrovet,"next joyrose guest house, Butere/Buchenya market, Sabatia Rd",Agricultural service,0.2317671,34.5243162,0725 758129
Agrovets in Siaya County,Nyota Agrovet,"Located At Ondiek A venue In Front Of Kings Assembly, Ondiek Avenue",Veterinarian,-0.0978318,34.7652545,0722 114185
Agrovets in Siaya County,Ka Ahila Agrovet,"Kisumu West, Holo",Agrochemicals supplier,-0.0799742,34.7317762,0707 950525
Agrovets in Siaya County,lincon agrovet Services,"Market, Odera St",Agrochemicals supplier,-0.09941,34.7512131,0717 669711
Agrovets in Siaya County,Nawal Agrovet - Mumias,"8FPQ+C33, Unnamed Road",Agrochemicals supplier,0.3360128,34.4876666,0722 555540
Agrovets in Siaya County,WIN WIN AGROVET,Agrochemicals supplier,Agrochemicals supplier,0.4933299,34.4520679,0748 288179
Agrovets in Siaya County,Secure Farmcare Agrovet,"ground,luanda,Luanda Township",Agricultural service,0.0536726,34.5814473,0797 778515
Agrovets in Siaya County,Lucky Agrovet,W9HH+RQ5,Agrochemicals supplier,-0.0704976,34.3794952,0701 525852
Agrovets in Siaya County,Happiness Agrovet,9588+67G,Agricultural service,0.3655531,34.1656903,0723 172684
Agrovets in Siaya County,PHARMCARE AGROVET,"9578+QGC, SIAYA KISUMU ROAD",Veterinary pharmacy,0.3644303,34.1662811,0700 644759
Agrovets in Siaya County,Omvico Farmstore Agrovet,"Along, Kisumu - Busia Rd",Agrochemicals supplier,0.0522287,34.5813897,0705 571229
Agrovets in Siaya County,Sally Agrovet,"Along, Kisumu - Busia Rd",Agrochemicals supplier,0.0245137,34.586823,0798 709854
Agrovets in Siaya County,Lake Basin Agrovet,"Kanu Market, Off Gumbi Road",Agricultural service,-0.1004097,34.7606556,0725 434933
Agrovets in Siaya County,Farmwise Agrovet Annex,Akala South Gem,Agrochemicals supplier,-0.0612381,34.423464,0728 907958
Agrovets in Siaya County,Makonjio Agrovet,MARAMA CENTRAL BUTERE Butere,Agricultural service,0.2198155,34.4918988,0712 409460
Agrovets in Siaya County,Ultimate Agrovet,"WQ9M+M3P, Kondele, Carwash - Kibos Road",Agricultural service,-0.0807882,34.7826938,0720 800997
Agrovets in Siaya County,Akoya Agrovet,MUMIAS MUNICIPALITY Butere Sub County,Agrochemicals supplier,0.2198155,34.4918988,0727 925252
Agrovets in Siaya County,Duma Agrovet,Central Sakwa,Agrochemicals supplier,-0.1036051,34.2701167,0727 497772
Agrovets in Siaya County,Propic Agrovet,"Kanu Market, Off Gumbi Road",Agricultural service,-0.1001868,34.7602261,0722 985960
Agrovets in Siaya County,Mwanga Agrovet,Railways Oginga Odinga Street Off Kampala Road Awori House,Farm equipment supplier,-0.1015424,34.7478191,0722 862237
Agrovets in Siaya County,Sidindi Farmers Centre Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.1556831,34.3802421,0724 846603
Agrovets in Siaya County,Befa Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.0541514,34.5813897,0721 747259
Agrovets in Siaya County,Bedo Agrovet,"kogelo, West Yimbo",Agrochemicals supplier,-0.0973321,34.2628244,0719 564529
Agrovets in Siaya County,RAHA LEO AGROVET,Agrochemicals supplier,Agrochemicals supplier,0.0260789,34.5859377,0708 662260
Agrovets in Siaya County,Mauna Agrovet,"North Ugenya, Kisumu - Busia Rd",Agrochemicals supplier,0.2618582,34.2251824,0721 233970
Agrovets in Siaya County,AVEPO AGROVET UGUNJA,Kisumu - Busia Rd,Agrochemicals supplier,0.183301,34.2947329,0702 800555
Agrovets in Siaya County,Queens Agrovet and Consultancy,Ugenya,Agricultural service,0.2626897,34.2250171,0725 249262
Agrovets in Siaya County,Farmbiz Agrovet,"Kiboswa Market, Kisumu - Vihiga Rd",Agricultural service,-0.0259481,34.7489297,0715 277886
Agrovets in Siaya County,Kengee agrovet,62FC+6FF,Agrochemicals supplier,0.2230541,34.0211764,0712 222486
Agrovets in Siaya County,King & Slay Agrovet Ugunja,Mosque lane,Agrochemicals supplier,0.1828442,34.2946052,0702 438862
Agrovets in Siaya County,Munene Agrovet,Mang'Uliro/E/Kabras Malava Malava,Agricultural service,0.3332218,34.4877423,0713 697551
Agrovets in Siaya County,Avepo SmartFarm,37MM+8FP,Farm school,0.0833439,34.2837048,0722 976171
Agrovets in Siaya County,Riziki Agrovet,LUGARI Butere Sub County,Agrochemicals supplier,0.3867051,34.4626657,0712 162982
Agrovets in Siaya County,Jubade Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.1550691,34.3805075,0713 318678
Agrovets in Siaya County,J&C Agro-Vet,Usenge road West Yimbo,Aquaculture farm,-0.066645,34.0565295,0746 522125
Agrovets in Siaya County,Glotemex Agrovet,"Along, Kisumu - Busia Rd",Agrochemicals supplier,0.0245477,34.5870181,0758 790518
Agrovets in Siaya County,Peres Pepela Agrovet,Mumias East,Agrochemicals supplier,0.3331828,34.4878024,0710 501910
Agrovets in Siaya County,Amigo's Agrovet,Ajigo Road West Sakwa,Agrochemicals supplier,-0.0902835,34.3450086,0704 030421
Agrovets in Siaya County,Rose Agrovet,Sega-Ukwala road Ukwala Ugenya,Poultry farm,0.1944726,34.19008,0726 064989
Agrovets in Siaya County,Nyamonye Agrovet,Bondo - Usenge Rd,Fertilizer supplier,-0.0516992,34.1484032,0700 040838
Agrovets in Siaya County,Acre Agrovet Ragengni,C28,Agrochemicals supplier,-0.2697486,34.3641311,0724 307478
Agrovets in Siaya County,Farmnet Agrovet,"Sigomre, Ugunja - Ukwala Road.",Arborist service,0.1815722,34.2968349,0791 237786
Agrovets in Siaya County,Meyorgo Agrovet,Kolenyo Central Seme,Agrochemicals supplier,-0.0948054,34.469229,0759 567734
Agrovets in Siaya County,Olando Otundo Agrovet,KHWISERO Butere Sub County,Agrochemicals supplier,0.2198155,34.4918988,0716 821614
Agrovets in Siaya County,Highlands Agrovet,Lumino Hospital,Agrochemicals supplier,0.2928197,34.6635297,0701 853375
Agrovets in Siaya County,Rishin Pharma Agrovet,KAKAMEGA MUNICIPALITY Butere Sub County,Agricultural service,0.3867051,34.4626657,0729 481803
Agrovets in Siaya County,Silky Agrovet Muhanda,Kisumu - Busia Rd,Agrochemicals supplier,-0.0835748,34.7506627,0796 426018
Agrovets in Siaya County,Janam Agrovet - Rabuor,Agrochemicals supplier,Agrochemicals supplier,-0.1526368,34.8253325,0734 367173
Agrovets in Siaya County,Mwenje Agrovet,LIKUYANI Malava Sub County,Agrochemicals supplier,0.1269866,34.4919221,0712 315510
Agrovets in Siaya County,Ranalo Agrovet,Aram North Uyoma,Agrochemicals supplier,-0.217287,34.3379899,0706 013835
Agrovets in Siaya County,Abi Agrovet,Holo South West Kisumu Kisumu,Agrochemicals supplier,-0.0995908,34.596959,0798 052647
Agrovets in Siaya County,Aluka Agrovet,MARAMA CENTRAL BUTERE Butere,Veterinary care,0.2198155,34.4918988,0722 822658
Agrovets in Siaya County,Njambo Agrovet,Three Ways,Agrochemicals supplier,0.1811239,34.295185,0728 385847
Agrovets in Siaya County,Blessed Hand Agrovet,SHITOTO LURAMB Lurambi Sub County,Agricultural service,0.3002528,34.5817357,0722 740787
Agrovets in Siaya County,Believers Agrovet,Unguja - Mumias Road,Agrochemicals supplier,0.2017242,34.3607665,0718 508017
Agrovets in Siaya County,SAFINA FARMERS ARK - AGROVET CHAVAKALI,"School, Imani Supermarket",Agrochemicals supplier,0.1166116,34.731949,0700 802525
Agrovets in Siaya County,Sigomere Farmers Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.2086308,34.359955,0710 208220
Agrovets in Siaya County,Aimad Enterprises Agrovet,9C62+H2,Agrochemicals supplier,0.3609918,34.3998003,0791 926615
Agrovets in Siaya County,Dic Dic Agrovet,Kombewa Central Seme,Agrochemicals supplier,-0.110082,34.525854,0725 101712
Agrovets in Siaya County,Shibale Agrovet,"4FGR+QQV, NAVAKHOLO Mumias West Sub County",Agrochemicals supplier,0.1269866,34.4919221,0711 979238
Agrovets in Siaya County,MKULIMA AGROVET BUSAGWA,Mau Mau Road,Veterinary care,0.1058142,34.057823,0722 561965
Agrovets in Siaya County,King & Sley Agrovet & Allied Services,"Alego Usonga, Ngi'ya Road Usonga",Agrochemicals supplier,0.0459748,34.3709732,0729 877416
Agrovets in Siaya County,Faulu Agrovet,Agrochemicals supplier,Agrochemicals supplier,0.049075,34.7274582,0722 632419
Agrovets in Siaya County,Menyilwa Agrovet,KAKAMEGA MUNICIPALITY Lurambi Sub County,Agrochemicals supplier,0.1269866,34.4919221,0714 320340
Agrovets in Siaya County,Jecks Agrovet,Kisumu - Busia Rd,Agrochemicals supplier,0.4599689,34.113173,0723 472307
Agrovets in Siaya County,Ronak Agrovet Ltd,KAKAMEGA MUNICIPALITY Mumias Township,Agrochemicals supplier,0.1269866,34.4919221,0710 277777
Agrovets in Siaya County,Shimanyiro Agrovet,BUTERE Lurambi Sub County,Agrochemicals supplier,0.2198155,34.4918988,0727 119993
Agrovets in Siaya County,Elmart Agrovet Ltd,"2HFP+VGP, Kisumu - Busia Rd",Veterinary pharmacy,0.0247223,34.5863372,0722 824387
Agrovets in Siaya County,Roneve Agrovet,Malava Sub County,Agrochemicals supplier,0.3867051,34.4626657,0721 780118
Agrovets in Siaya County,Safina Farmers Ark-Agrovet,"4R79+PCV, C39",Agricultural service,0.1143686,34.8185586,0722 247534
Agrovets in Siaya County,Farmline Agencies Agrovet,"Kanu Market, Off Gumbi Road",Pet supply store,-0.0999284,34.7605308,0723 675852
Agrovets in Siaya County,Joflo Agrovet,Amukura Central,Agrochemicals supplier,0.4532462,34.1294818,0722 897743
